Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/342         bc_parse_stmt [183]
                0.00    0.00      21/342         consume_eoc [155]
                0.00    0.00      30/342         bc_program [209]
                0.00    0.00      38/342         bc_count_parse_templates [186]
                0.00    0.00      73/342         skip_eoc [156]
                0.00    0.00      80/342         tok_ends_clause [153]
                0.00    0.00      98/342         bc_stmt <cycle 2> [152]
[133]    0.0    0.00    0.00     342         tok_is_semi [133]
-----------------------------------------------
                0.00    0.00     264/264         emit [86]
[134]    0.0    0.00    0.00     264         sym_is_keyword [134]
-----------------------------------------------
                0.00    0.00       1/217         bc_exp3 <cycle 1> [147]
                0.00    0.00       1/217         bc_exp1 <cycle 1> [148]
                0.00    0.00       2/217         bc_exp0 <cycle 1> [150]
                0.00    0.00       2/217         bc_program [209]
                0.00    0.00       5/217         C_do_bc <cycle 2> [182]
                0.00    0.00       9/217         bc_exp4 <cycle 1> [143]
                0.00    0.00      15/217         bc_exp6 <cycle 1> [136]
                0.00    0.00      50/217         bc_exp5 <cycle 1> [139]
                0.00    0.00     132/217         bc_exp2 <cycle 1> [149]
[135]    0.0    0.00    0.00     217         tok_ch [135]
                0.00    0.00     217/6087        tok_at [123]
-----------------------------------------------
                                 173             bc_exp5 <cycle 1> [139]
[136]    0.0    0.00    0.00     173         bc_exp6 <cycle 1> [136]
                0.00    0.00     176/3413        tok_type_at [124]
                0.00    0.00      15/217         tok_ch [135]
                                 173             bc_exp7 <cycle 1> [137]
-----------------------------------------------
                                 173             bc_exp6 <cycle 1> [136]
[137]    0.0    0.00    0.00     173         bc_exp7 <cycle 1> [137]
                0.00    0.00     173/6087        tok_at [123]
                                 173             bc_exp8 <cycle 1> [138]
-----------------------------------------------
                                 173             bc_exp7 <cycle 1> [137]
[138]    0.0    0.00    0.00     173         bc_exp8 <cycle 1> [138]
                0.00    0.00     234/6087        tok_at [123]
                0.00    0.00     168/745         emit_byte [127]
                0.00    0.00     161/345         emit_u16 [132]
                0.00    0.00     105/135         add_const [145]
                0.00    0.00      60/164         add_sym [140]
                0.00    0.00      11/40          toks_adjacent_bc [167]
                0.00    0.00       7/12          bc_compound_tails [174]
                                  11             bc_funcall <cycle 1> [179]
                                   1             bc_exp0 <cycle 1> [150]
-----------------------------------------------
                                 165             bc_exp4 <cycle 1> [143]
[139]    0.0    0.00    0.00     165         bc_exp5 <cycle 1> [139]
                0.00    0.00     693/3413        tok_type_at [124]
                0.00    0.00      50/217         tok_ch [135]
                0.00    0.00       8/745         emit_byte [127]
                                 173             bc_exp6 <cycle 1> [136]
-----------------------------------------------
                0.00    0.00       1/164         bc_signal_stmt [211]
                0.00    0.00       2/164         bc_push_arg_n [200]
                0.00    0.00       2/164         bc_program [209]
                0.00    0.00       3/164         bc_call_stmt [194]
                0.00    0.00       6/164         bc_parse_stmt [183]
                0.00    0.00      15/164         C_do_bc <cycle 2> [182]
                0.00    0.00      24/164         bc_compound_tails [174]
                0.00    0.00      24/164         bc_stmt <cycle 2> [152]
                0.00    0.00      27/164         bc_parse_template [180]
                0.00    0.00      60/164         bc_exp8 <cycle 1> [138]
[140]    0.0    0.00    0.00     164         add_sym [140]
-----------------------------------------------
                0.00    0.00     164/164         link_entry [71]
[141]    0.0    0.00    0.00     164         maybe_resize [141]
-----------------------------------------------
                0.00    0.00     164/164         vp_entry_new [74]
[142]    0.0    0.00    0.00     164         vp_entry_init [142]
-----------------------------------------------
                                 158             bc_exp3 <cycle 1> [147]
[143]    0.0    0.00    0.00     158         bc_exp4 <cycle 1> [143]
                0.00    0.00     325/3413        tok_type_at [124]
                0.00    0.00       9/217         tok_ch [135]
                0.00    0.00       7/745         emit_byte [127]
                                 165             bc_exp5 <cycle 1> [139]
-----------------------------------------------
                0.00    0.00     158/158         bc_exp3 <cycle 1> [147]
[144]    0.0    0.00    0.00     158         is_value_starter [144]
                0.00    0.00     158/6087        tok_at [123]
                0.00    0.00      40/42          is_kw_barrier [164]
-----------------------------------------------
                0.00    0.00       1/135         bc_parse_stmt [183]
                0.00    0.00       2/135         bc_push_arg_n [200]
                0.00    0.00      10/135         bc_compound_tails [174]
                0.00    0.00      17/135         emit_push_int [173]
                0.00    0.00     105/135         bc_exp8 <cycle 1> [138]
[145]    0.0    0.00    0.00     135         add_const [145]
-----------------------------------------------
                0.00    0.00     131/131         scan_operator [95]
[146]    0.0    0.00    0.00     131         is_not_sign [146]
-----------------------------------------------
                                 129             bc_exp2 <cycle 1> [149]
[147]    0.0    0.00    0.00     129         bc_exp3 <cycle 1> [147]
                0.00    0.00     159/3413        tok_type_at [124]
                0.00    0.00     158/158         is_value_starter [144]
                0.00    0.00      58/6087        tok_at [123]
                0.00    0.00      29/40          toks_adjacent_bc [167]
                0.00    0.00      29/745         emit_byte [127]
                0.00    0.00       1/217         tok_ch [135]
                                 158             bc_exp4 <cycle 1> [143]
-----------------------------------------------
                                 111             bc_exp0 <cycle 1> [150]
[148]    0.0    0.00    0.00     111         bc_exp1 <cycle 1> [148]
                0.00    0.00     111/3413        tok_type_at [124]
                0.00    0.00       1/217         tok_ch [135]
                                 111             bc_exp2 <cycle 1> [149]
-----------------------------------------------
                                 111             bc_exp1 <cycle 1> [148]
[149]    0.0    0.00    0.00     111         bc_exp2 <cycle 1> [149]
                0.00    0.00    1517/3413        tok_type_at [124]
                0.00    0.00     132/217         tok_ch [135]
                0.00    0.00      18/745         emit_byte [127]
                                 129             bc_exp3 <cycle 1> [147]
-----------------------------------------------
                                   1             bc_exp8 <cycle 1> [138]
                                  17             bc_funcall <cycle 1> [179]
                0.00    0.00       1/92          bc_parse_stmt [183]
                0.00    0.00       4/92          bc_call_stmt [194]
                0.00    0.00      14/92          C_do_bc <cycle 2> [182]
                0.00    0.00      73/92          bc_expr [158]
[150]    0.0    0.00    0.00     110         bc_exp0 <cycle 1> [150]
                0.00    0.00     223/3413        tok_type_at [124]
                0.00    0.00       2/217         tok_ch [135]
                0.00    0.00       1/745         emit_byte [127]
                                 111             bc_exp1 <cycle 1> [148]
-----------------------------------------------
                0.00    0.00     100/100         vpool_drop [57]
[151]    0.0    0.00    0.00     100         unlink_entry [151]
-----------------------------------------------
                                   9             C_select_bc <cycle 2> [198]
                                  12             C_if_bc <cycle 2> [178]
                                  50             bc_stmts_until <cycle 2> [184]
                0.00    0.00      27/27          bc_program [209]
[152]    0.0    0.00    0.00      98         bc_stmt <cycle 2> [152]
                0.00    0.00     879/1083        tok_kw [126]
                0.00    0.00     197/6087        tok_at [123]
                0.00    0.00     109/745         emit_byte [127]
                0.00    0.00      98/342         tok_is_semi [133]
                0.00    0.00      29/3413        tok_type_at [124]
                0.00    0.00      29/71          bc_expr [158]
                0.00    0.00      24/164         add_sym [140]
                0.00    0.00      24/44          emit_store [163]
                0.00    0.00      22/22          C_say_bc [170]
                0.00    0.00      10/10          bc_parse_stmt [183]
                0.00    0.00       5/12          bc_compound_tails [174]
                0.00    0.00       5/345         emit_u16 [132]
                0.00    0.00       3/3           bc_call_stmt [194]
                0.00    0.00       3/3           bc_trace_stmt [195]
                0.00    0.00       2/2           C_leave_bc [197]
                0.00    0.00       1/1           C_iterate_bc [205]
                0.00    0.00       1/1           bc_return_stmt [210]
                0.00    0.00       1/1           bc_signal_stmt [211]
                0.00    0.00       1/1           bc_address_stmt [208]
                                  11             C_if_bc <cycle 2> [178]
                                  10             C_do_bc <cycle 2> [182]
                                   2             C_select_bc <cycle 2> [198]
-----------------------------------------------
                0.00    0.00       1/98          bc_return_stmt [210]
                0.00    0.00       2/98          bc_expr [158]
                0.00    0.00       2/98          bc_address_stmt [208]
                0.00    0.00       5/98          bc_trace_stmt [195]
                0.00    0.00      10/98          bc_call_stmt [194]
                0.00    0.00      12/98          C_do_bc <cycle 2> [182]
                0.00    0.00      22/98          C_say_bc [170]
                0.00    0.00      44/98          bc_parse_template [180]
[153]    0.0    0.00    0.00      98         tok_ends_clause [153]
                0.00    0.00      98/6087        tok_at [123]
                0.00    0.00      80/342         tok_is_semi [133]
-----------------------------------------------
                0.00    0.00      95/95          skip_inline_ws [128]
[154]    0.0    0.00    0.00      95         skip_comment [154]
                0.00    0.00   12802/19648       peek [121]
                0.00    0.00    6496/9551        advance [122]
-----------------------------------------------
                0.00    0.00      10/83          C_do_bc <cycle 2> [182]
                0.00    0.00      11/83          C_select_bc <cycle 2> [198]
                0.00    0.00      12/83          C_if_bc <cycle 2> [178]
                0.00    0.00      50/83          bc_stmts_until <cycle 2> [184]
[155]    0.0    0.00    0.00      83         consume_eoc [155]
                0.00    0.00      83/6087        tok_at [123]
                0.00    0.00      21/342         tok_is_semi [133]
-----------------------------------------------
                0.00    0.00      13/73          C_select_bc <cycle 2> [198]
                0.00    0.00      60/73          bc_stmts_until <cycle 2> [184]
[156]    0.0    0.00    0.00      73         skip_eoc [156]
                0.00    0.00      74/6087        tok_at [123]
                0.00    0.00      73/342         tok_is_semi [133]
-----------------------------------------------
                0.00    0.00      73/73          bc_expr [158]
[157]    0.0    0.00    0.00      73         tok_is_cont_comma [157]
                0.00    0.00      73/6087        tok_at [123]
-----------------------------------------------
                0.00    0.00       1/71          bc_address_stmt [208]
                0.00    0.00       2/71          bc_trace_stmt [195]
                0.00    0.00       9/71          C_select_bc <cycle 2> [198]
                0.00    0.00      11/71          C_if_bc <cycle 2> [178]
                0.00    0.00      19/71          C_say_bc [170]
                0.00    0.00      29/71          bc_stmt <cycle 2> [152]
[158]    0.0    0.00    0.00      71         bc_expr [158]
                0.00    0.00      73/92          bc_exp0 <cycle 1> [150]
                0.00    0.00      73/73          tok_is_cont_comma [157]
                0.00    0.00       2/98          tok_ends_clause [153]
                0.00    0.00       2/42          is_kw_barrier [164]
                0.00    0.00       2/745         emit_byte [127]
-----------------------------------------------
                0.00    0.00      64/64          IRXBEXEC [3]
[159]    0.0    0.00    0.00      64         try_parse_int_cache [159]
-----------------------------------------------
                0.00    0.00      59/59          scan_symbol_or_number [90]
[160]    0.0    0.00    0.00      59         looks_like_number [160]
-----------------------------------------------
                0.00    0.00       1/53          bpse_flush [172]
                0.00    0.00       3/53          C_do_bc <cycle 2> [182]
                0.00    0.00      49/53          emit_jmp_op [162]
[161]    0.0    0.00    0.00      53         emit_i16 [161]
-----------------------------------------------
                0.00    0.00       1/49          C_iterate_bc [205]
                0.00    0.00       2/49          C_leave_bc [197]
                0.00    0.00       3/49          C_do_bc <cycle 2> [182]
                0.00    0.00       5/49          emit_do_to_cond [192]
                0.00    0.00       8/49          emit_jmp_back [190]
                0.00    0.00      12/49          C_if_bc <cycle 2> [178]
                0.00    0.00      18/49          C_select_bc <cycle 2> [198]
[162]    0.0    0.00    0.00      49         emit_jmp_op [162]
                0.00    0.00      49/745         emit_byte [127]
                0.00    0.00      49/53          emit_i16 [161]
-----------------------------------------------
                0.00    0.00      20/44          C_do_bc <cycle 2> [182]
                0.00    0.00      24/44          bc_stmt <cycle 2> [152]
[163]    0.0    0.00    0.00      44         emit_store [163]
                0.00    0.00      44/745         emit_byte [127]
                0.00    0.00      44/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00       2/42          bc_expr [158]
                0.00    0.00      40/42          is_value_starter [144]
[164]    0.0    0.00    0.00      42         is_kw_barrier [164]
                0.00    0.00      42/6087        tok_at [123]
-----------------------------------------------
                0.00    0.00      10/40          C_do_bc <cycle 2> [182]
                0.00    0.00      30/40          emit_do_to_cond [192]
[165]    0.0    0.00    0.00      40         emit_load [165]
                0.00    0.00      40/745         emit_byte [127]
                0.00    0.00      40/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00       8/40          C_do_bc <cycle 2> [182]
                0.00    0.00       9/40          C_select_bc <cycle 2> [198]
                0.00    0.00      11/40          loop_patch_leaves [175]
                0.00    0.00      12/40          C_if_bc <cycle 2> [178]
[166]    0.0    0.00    0.00      40         patch_jmp_to_here [166]
-----------------------------------------------
                0.00    0.00      11/40          bc_exp8 <cycle 1> [138]
                0.00    0.00      29/40          bc_exp3 <cycle 1> [147]
[167]    0.0    0.00    0.00      40         toks_adjacent_bc [167]
-----------------------------------------------
                0.00    0.00      30/30          C_do_bc <cycle 2> [182]
[168]    0.0    0.00    0.00      30         make_do_sym [168]
-----------------------------------------------
                0.00    0.00      27/27          bpse_flush [172]
[169]    0.0    0.00    0.00      27         bpse_emit_item [169]
                0.00    0.00      27/745         emit_byte [127]
                0.00    0.00      23/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00      22/22          bc_stmt <cycle 2> [152]
[170]    0.0    0.00    0.00      22         C_say_bc [170]
                0.00    0.00      22/98          tok_ends_clause [153]
                0.00    0.00      22/745         emit_byte [127]
                0.00    0.00      19/71          bc_expr [158]
                0.00    0.00       3/17          emit_push_int [173]
-----------------------------------------------
                0.00    0.00       9/21          C_select_bc <cycle 2> [198]
                0.00    0.00      12/21          C_if_bc <cycle 2> [178]
[171]    0.0    0.00    0.00      21         consume_newline [171]
                0.00    0.00      21/3413        tok_type_at [124]
-----------------------------------------------
                0.00    0.00      17/17          bc_parse_template [180]
[172]    0.0    0.00    0.00      17         bpse_flush [172]
                0.00    0.00      27/27          bpse_emit_item [169]
                0.00    0.00      27/745         emit_byte [127]
                0.00    0.00       5/345         emit_u16 [132]
                0.00    0.00       1/53          emit_i16 [161]
-----------------------------------------------
                0.00    0.00       3/17          C_say_bc [170]
                0.00    0.00       4/17          C_do_bc <cycle 2> [182]
                0.00    0.00      10/17          emit_do_to_cond [192]
[173]    0.0    0.00    0.00      17         emit_push_int [173]
                0.00    0.00      17/135         add_const [145]
                0.00    0.00      17/745         emit_byte [127]
                0.00    0.00      17/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00       5/12          bc_stmt <cycle 2> [152]
                0.00    0.00       7/12          bc_exp8 <cycle 1> [138]
[174]    0.0    0.00    0.00      12         bc_compound_tails [174]
                0.00    0.00      24/164         add_sym [140]
                0.00    0.00      22/745         emit_byte [127]
                0.00    0.00      22/345         emit_u16 [132]
                0.00    0.00      10/135         add_const [145]
-----------------------------------------------
                0.00    0.00       2/12          C_select_bc <cycle 2> [198]
                0.00    0.00      10/12          C_do_bc <cycle 2> [182]
[175]    0.0    0.00    0.00      12         loop_patch_leaves [175]
                0.00    0.00      11/40          patch_jmp_to_here [166]
-----------------------------------------------
                0.00    0.00       2/12          C_select_bc <cycle 2> [198]
                0.00    0.00      10/12          C_do_bc <cycle 2> [182]
[176]    0.0    0.00    0.00      12         loop_pop [176]
-----------------------------------------------
                0.00    0.00       2/12          C_select_bc <cycle 2> [198]
                0.00    0.00      10/12          C_do_bc <cycle 2> [182]
[177]    0.0    0.00    0.00      12         loop_push [177]
-----------------------------------------------
                                  11             bc_stmt <cycle 2> [152]
[178]    0.0    0.00    0.00      11         C_if_bc <cycle 2> [178]
                0.00    0.00      22/1083        tok_kw [126]
                0.00    0.00      12/21          consume_newline [171]
                0.00    0.00      12/49          emit_jmp_op [162]
                0.00    0.00      12/83          consume_eoc [155]
                0.00    0.00      12/40          patch_jmp_to_here [166]
                0.00    0.00      11/71          bc_expr [158]
                                  12             bc_stmt <cycle 2> [152]
-----------------------------------------------
                                  11             bc_exp8 <cycle 1> [138]
[179]    0.0    0.00    0.00      11         bc_funcall <cycle 1> [179]
                0.00    0.00      76/3413        tok_type_at [124]
                0.00    0.00      24/745         emit_byte [127]
                0.00    0.00      11/345         emit_u16 [132]
                                  17             bc_exp0 <cycle 1> [150]
-----------------------------------------------
                0.00    0.00      11/11          bc_parse_stmt [183]
[180]    0.0    0.00    0.00      11         bc_parse_template [180]
                0.00    0.00      44/98          tok_ends_clause [153]
                0.00    0.00      43/6087        tok_at [123]
                0.00    0.00      27/164         add_sym [140]
                0.00    0.00      17/17          bpse_flush [172]
-----------------------------------------------
                0.00    0.00       2/11          C_leave_bc [197]
                0.00    0.00       9/11          C_select_bc <cycle 2> [198]
[181]    0.0    0.00    0.00      11         loop_add_leave_patch [181]
-----------------------------------------------
                                  10             bc_stmt <cycle 2> [152]
[182]    0.0    0.00    0.00      10         C_do_bc <cycle 2> [182]
                0.00    0.00      51/1083        tok_kw [126]
                0.00    0.00      30/30          make_do_sym [168]
                0.00    0.00      30/3413        tok_type_at [124]
                0.00    0.00      27/745         emit_byte [127]
                0.00    0.00      20/44          emit_store [163]
                0.00    0.00      15/164         add_sym [140]
                0.00    0.00      14/92          bc_exp0 <cycle 1> [150]
                0.00    0.00      12/98          tok_ends_clause [153]
                0.00    0.00      12/6087        tok_at [123]
                0.00    0.00      10/83          consume_eoc [155]
                0.00    0.00      10/12          loop_push [177]
                0.00    0.00      10/10          loop_set_iterate [185]
                0.00    0.00      10/40          emit_load [165]
                0.00    0.00      10/12          loop_patch_leaves [175]
                0.00    0.00      10/12          loop_pop [176]
                0.00    0.00       8/8           emit_jmp_back [190]
                0.00    0.00       8/40          patch_jmp_to_here [166]
                0.00    0.00       5/217         tok_ch [135]
                0.00    0.00       5/5           emit_do_to_cond [192]
                0.00    0.00       4/17          emit_push_int [173]
                0.00    0.00       3/49          emit_jmp_op [162]
                0.00    0.00       3/53          emit_i16 [161]
                                  10             bc_stmts_until <cycle 2> [184]
-----------------------------------------------
                0.00    0.00      10/10          bc_stmt <cycle 2> [152]
[183]    0.0    0.00    0.00      10         bc_parse_stmt [183]
                0.00    0.00      41/745         emit_byte [127]
                0.00    0.00      35/1083        tok_kw [126]
                0.00    0.00      11/11          bc_parse_template [180]
                0.00    0.00      11/3413        tok_type_at [124]
                0.00    0.00       9/9           bc_count_parse_templates [186]
                0.00    0.00       7/345         emit_u16 [132]
                0.00    0.00       6/6087        tok_at [123]
                0.00    0.00       6/164         add_sym [140]
                0.00    0.00       2/342         tok_is_semi [133]
                0.00    0.00       2/2           bc_push_arg_n [200]
                0.00    0.00       1/92          bc_exp0 <cycle 1> [150]
                0.00    0.00       1/135         add_const [145]
-----------------------------------------------
                                  10             C_do_bc <cycle 2> [182]
[184]    0.0    0.00    0.00      10         bc_stmts_until <cycle 2> [184]
                0.00    0.00      60/73          skip_eoc [156]
                0.00    0.00      60/6087        tok_at [123]
                0.00    0.00      60/1083        tok_kw [126]
                0.00    0.00      50/83          consume_eoc [155]
                                  50             bc_stmt <cycle 2> [152]
-----------------------------------------------
                0.00    0.00      10/10          C_do_bc <cycle 2> [182]
[185]    0.0    0.00    0.00      10         loop_set_iterate [185]
                0.00    0.00       1/9           patch_jmp_to [187]
-----------------------------------------------
                0.00    0.00       9/9           bc_parse_stmt [183]
[186]    0.0    0.00    0.00       9         bc_count_parse_templates [186]
                0.00    0.00      38/342         tok_is_semi [133]
-----------------------------------------------
                0.00    0.00       1/9           loop_set_iterate [185]
                0.00    0.00       8/9           emit_jmp_back [190]
[187]    0.0    0.00    0.00       9         patch_jmp_to [187]
-----------------------------------------------
                0.00    0.00       8/8           bif_format [83]
[188]    0.0    0.00    0.00       8         IRXBIFOW [188]
                0.00    0.00       2/420003      IRXBIFNN [115]
-----------------------------------------------
                0.00    0.00       8/8           bif_format [83]
[189]    0.0    0.00    0.00       8         bif_require_digits_range [189]
-----------------------------------------------
                0.00    0.00       8/8           C_do_bc <cycle 2> [182]
[190]    0.0    0.00    0.00       8         emit_jmp_back [190]
                0.00    0.00       8/49          emit_jmp_op [162]
                0.00    0.00       8/9           patch_jmp_to [187]
-----------------------------------------------
                0.00    0.00       7/7           IRXBEXEC [3]
[191]    0.0    0.00    0.00       7         irxinout_host [191]
-----------------------------------------------
                0.00    0.00       5/5           C_do_bc <cycle 2> [182]
[192]    0.0    0.00    0.00       5         emit_do_to_cond [192]
                0.00    0.00      40/745         emit_byte [127]
                0.00    0.00      30/40          emit_load [165]
                0.00    0.00      10/17          emit_push_int [173]
                0.00    0.00       5/49          emit_jmp_op [162]
-----------------------------------------------
                0.00    0.00       1/3           ANCHALOC [202]
                0.00    0.00       1/3           ANCHFREE [204]
                0.00    0.00       1/3           ANCHFENV [203]
[193]    0.0    0.00    0.00       3         ANCHGET [193]
                0.00    0.00       1/1           host_anchor_init [212]
-----------------------------------------------
                0.00    0.00       3/3           bc_stmt <cycle 2> [152]
[194]    0.0    0.00    0.00       3         bc_call_stmt [194]
                0.00    0.00      10/98          tok_ends_clause [153]
                0.00    0.00       8/3413        tok_type_at [124]
                0.00    0.00       6/745         emit_byte [127]
                0.00    0.00       4/92          bc_exp0 <cycle 1> [150]
                0.00    0.00       3/6087        tok_at [123]
                0.00    0.00       3/164         add_sym [140]
                0.00    0.00       3/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00       3/3           bc_stmt <cycle 2> [152]
[195]    0.0    0.00    0.00       3         bc_trace_stmt [195]
                0.00    0.00       5/98          tok_ends_clause [153]
                0.00    0.00       4/745         emit_byte [127]
                0.00    0.00       3/1083        tok_kw [126]
                0.00    0.00       2/71          bc_expr [158]
                0.00    0.00       1/6087        tok_at [123]
-----------------------------------------------
                0.00    0.00       1/3           C_iterate_bc [205]
                0.00    0.00       2/3           C_leave_bc [197]
[196]    0.0    0.00    0.00       3         loop_find [196]
-----------------------------------------------
                0.00    0.00       2/2           bc_stmt <cycle 2> [152]
[197]    0.0    0.00    0.00       2         C_leave_bc [197]
                0.00    0.00       2/3413        tok_type_at [124]
                0.00    0.00       2/3           loop_find [196]
                0.00    0.00       2/49          emit_jmp_op [162]
                0.00    0.00       2/11          loop_add_leave_patch [181]
-----------------------------------------------
                                   2             bc_stmt <cycle 2> [152]
[198]    0.0    0.00    0.00       2         C_select_bc <cycle 2> [198]
                0.00    0.00      26/1083        tok_kw [126]
                0.00    0.00      18/49          emit_jmp_op [162]
                0.00    0.00      13/73          skip_eoc [156]
                0.00    0.00      11/83          consume_eoc [155]
                0.00    0.00       9/71          bc_expr [158]
                0.00    0.00       9/21          consume_newline [171]
                0.00    0.00       9/11          loop_add_leave_patch [181]
                0.00    0.00       9/40          patch_jmp_to_here [166]
                0.00    0.00       2/12          loop_push [177]
                0.00    0.00       2/3413        tok_type_at [124]
                0.00    0.00       2/12          loop_patch_leaves [175]
                0.00    0.00       2/12          loop_pop [176]
                                   9             bc_stmt <cycle 2> [152]
-----------------------------------------------
                0.00    0.00       1/2           IRXPARCL [101]
                0.00    0.00       1/2           irx_exec_run [1]
[199]    0.0    0.00    0.00       2         IRXCTLCL [199]
-----------------------------------------------
                0.00    0.00       2/2           bc_parse_stmt [183]
[200]    0.0    0.00    0.00       2         bc_push_arg_n [200]
                0.00    0.00       6/745         emit_byte [127]
                0.00    0.00       4/345         emit_u16 [132]
                0.00    0.00       2/135         add_const [145]
                0.00    0.00       2/164         add_sym [140]
-----------------------------------------------
                0.00    0.00       2/2           IRXARIFM [82]
[201]    0.0    0.00    0.00       2         num_round_to_exp [201]
-----------------------------------------------
                0.00    0.00       1/1           IRXIINIT [96]
[202]    0.0    0.00    0.00       1         ANCHALOC [202]
                0.00    0.00       1/3           ANCHGET [193]
                0.00    0.00       1/1           anchor_swap [207]
                0.00    0.00       1/1           anchor_fetch_inc [206]
-----------------------------------------------
                0.00    0.00       1/1           IRXITERM [97]
[203]    0.0    0.00    0.00       1         ANCHFENV [203]
                0.00    0.00       1/3           ANCHGET [193]
-----------------------------------------------
                0.00    0.00       1/1           IRXITERM [97]
[204]    0.0    0.00    0.00       1         ANCHFREE [204]
                0.00    0.00       1/3           ANCHGET [193]
-----------------------------------------------
                0.00    0.00       1/1           bc_stmt <cycle 2> [152]
[205]    0.0    0.00    0.00       1         C_iterate_bc [205]
                0.00    0.00       1/3413        tok_type_at [124]
                0.00    0.00       1/3           loop_find [196]
                0.00    0.00       1/49          emit_jmp_op [162]
                0.00    0.00       1/1           loop_add_iterate_patch [214]
-----------------------------------------------
                0.00    0.00       1/1           ANCHALOC [202]
[206]    0.0    0.00    0.00       1         anchor_fetch_inc [206]
-----------------------------------------------
                0.00    0.00       1/1           ANCHALOC [202]
[207]    0.0    0.00    0.00       1         anchor_swap [207]
-----------------------------------------------
                0.00    0.00       1/1           bc_stmt <cycle 2> [152]
[208]    0.0    0.00    0.00       1         bc_address_stmt [208]
                0.00    0.00       2/98          tok_ends_clause [153]
                0.00    0.00       1/1083        tok_kw [126]
                0.00    0.00       1/71          bc_expr [158]
                0.00    0.00       1/745         emit_byte [127]
-----------------------------------------------
                0.00    0.00       1/1           IRXBCOMP [84]
[209]    0.0    0.00    0.00       1         bc_program [209]
                0.00    0.00      59/6087        tok_at [123]
                0.00    0.00      30/342         tok_is_semi [133]
                0.00    0.00      29/3413        tok_type_at [124]
                0.00    0.00      27/27          bc_stmt <cycle 2> [152]
                0.00    0.00       3/745         emit_byte [127]
                0.00    0.00       2/217         tok_ch [135]
                0.00    0.00       2/164         add_sym [140]
                0.00    0.00       2/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00       1/1           bc_stmt <cycle 2> [152]
[210]    0.0    0.00    0.00       1         bc_return_stmt [210]
                0.00    0.00       1/98          tok_ends_clause [153]
                0.00    0.00       1/745         emit_byte [127]
-----------------------------------------------
                0.00    0.00       1/1           bc_stmt <cycle 2> [152]
[211]    0.0    0.00    0.00       1         bc_signal_stmt [211]
                0.00    0.00       6/1083        tok_kw [126]
                0.00    0.00       2/745         emit_byte [127]
                0.00    0.00       1/164         add_sym [140]
                0.00    0.00       1/345         emit_u16 [132]
-----------------------------------------------
                0.00    0.00       1/1           ANCHGET [193]
[212]    0.0    0.00    0.00       1         host_anchor_init [212]
-----------------------------------------------
                0.00    0.00       1/1           IRXIINIT [96]
[213]    0.0    0.00    0.00       1         is_tso [213]
-----------------------------------------------
                0.00    0.00       1/1           C_iterate_bc [205]
[214]    0.0    0.00    0.00       1         loop_add_iterate_patch [214]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[215]    0.0    0.00    0.00       1         read_file [215]
-----------------------------------------------
                0.00    0.00       1/1           vpool_destroy [75]
[216]    0.0    0.00    0.00       1         vp_free_exposed_stems [216]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[217]    0.0    0.00    0.00       1         wall_seconds [217]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
