Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     208/303         rexx_lstr_dealloc_raw [78]
-----------------------------------------------
                0.00    0.00       1/8120593     IRXPARCL [101]
                0.00    0.00     328/8120593     vp_entry_free [70]
                0.00    0.01 2800003/8120593     pframe_assign [15]
                0.00    0.02 5320261/8120593     IRXBEXEC [3]
[34]     1.2    0.00    0.02 8120593         Lfree [34]
                0.02    0.00 4620335/4620509     rexx_lstr_dealloc [33]
-----------------------------------------------
                0.02    0.00  700200/700200      num_addsub [27]
[35]     1.2    0.02    0.00  700200         add_magnitudes [35]
                0.00    0.00  700200/13352246     num_alloc [22]
                0.00    0.00  700200/1250221     work_alloc [58]
                0.00    0.00  700200/1250221     work_free [59]
-----------------------------------------------
                0.02    0.00 30533805/30533805     IRXBEXEC [3]
[36]     1.0    0.02    0.00 30533805         read_u16 [36]
-----------------------------------------------
                0.02    0.00 7931828/7931828     IRXBEXEC [3]
[37]     1.0    0.02    0.00 7931828         slot_to_bool [37]
-----------------------------------------------
                0.00    0.02       1/1           irx_exec_run [1]
[38]     0.8    0.00    0.02       1         IRXINITC [38]
                0.00    0.02       1/1           IRXBIFAL [40]
                0.00    0.00       1/1           IRXIINIT [96]
                0.00    0.00       1/1           init_subcomtb [100]
                0.00    0.00       1/31706132     irxstor [24]
                0.00    0.00       1/1           init_wkblk_int [105]
                0.00    0.00       1/1           IRXBIFCR [104]
-----------------------------------------------
                0.00    0.00       1/61          IRXBIFAL [40]
                0.00    0.01      60/61          IRXBIFRT [44]
[39]     0.8    0.00    0.02      61         IRXBIFRG [39]
                0.01    0.00      61/61          name_len [43]
                0.00    0.00      61/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.02       1/1           IRXINITC [38]
[40]     0.8    0.00    0.02       1         IRXBIFAL [40]
                0.00    0.01       1/1           IRXBIFRT [44]
                0.00    0.00       1/61          IRXBIFRG [39]
-----------------------------------------------
                0.00    0.00       2/6191022     IRXARIFM [82]
                0.00    0.00 1250205/6191022     IRXARIOP [6]
                0.01    0.00 4940815/6191022     IRXARICM [4]
[41]     0.8    0.01    0.00 6191022         get_numeric [41]
-----------------------------------------------
                0.01    0.00  150001/150001      VPOOLGTB [5]
[42]     0.8    0.01    0.00  150001         first_dot [42]
-----------------------------------------------
                0.01    0.00      61/61          IRXBIFRG [39]
[43]     0.8    0.01    0.00      61         name_len [43]
-----------------------------------------------
                0.00    0.01       1/1           IRXBIFAL [40]
[44]     0.7    0.00    0.01       1         IRXBIFRT [44]
                0.00    0.01      60/61          IRXBIFRG [39]
-----------------------------------------------
                0.01    0.00  280000/280000      IRXBEXEC [3]
[45]     0.5    0.01    0.00  280000         IRXPARBA [45]
                0.00    0.00  280000/19572926     Lstrcpy [25]
-----------------------------------------------
                0.00    0.01  420000/420000      IRXBEXEC [3]
[46]     0.5    0.00    0.01  420000         bif_substr [46]
                0.01    0.00  420000/420001      IRXBIFOC [49]
                0.00    0.00  420000/420001      Lsubstr [62]
                0.00    0.00  420000/700000      IRXBIFPO [114]
                0.00    0.00  420000/420003      IRXBIFNN [115]
                0.00    0.00  420000/980001      translate_lstr_rc [113]
-----------------------------------------------
                0.01    0.00       1/1           irx_exec_run [1]
[47]     0.5    0.01    0.00       1         IRXTERMC [47]
                0.00    0.00       1/1           IRXLSPTD [79]
                0.00    0.00       1/1           IRXBIFDS [81]
                0.00    0.00       5/7           stor_free [91]
                0.00    0.00       1/1           IRXITERM [97]
-----------------------------------------------
                0.00    0.00       4/11402044     num_div_impl [80]
                0.01    0.00 11402040/11402044     num_from_str [8]
[48]     0.5    0.01    0.00 11402044         num_strip_leading [48]
-----------------------------------------------
                0.00    0.00       1/420001      bif_left [85]
                0.01    0.00  420000/420001      bif_substr [46]
[49]     0.5    0.01    0.00  420001         IRXBIFOC [49]
-----------------------------------------------
                0.01    0.00       1/1           IRXBEXEC [3]
[50]     0.5    0.01    0.00       1         cond_bit_index [50]
-----------------------------------------------
                0.00    0.00       2/1250207     IRXARIFM [82]
                0.00    0.00       4/1250207     num_div_impl [80]
                0.00    0.00  270000/1250207     num_mul [18]
                0.00    0.00  980201/1250207     num_addsub [27]
[51]     0.4    0.01    0.00 1250207         num_round [51]
                0.00    0.00 1250207/12932248     num_strip_trailing [31]
-----------------------------------------------
                0.01    0.00  280000/280000      IRXBEXEC [3]
[52]     0.3    0.01    0.00  280000         lstr_copy [52]
                0.00    0.00  280000/46576635     Lfx [20]
-----------------------------------------------
                0.01    0.00 5240407/5240407     IRXBEXEC [3]
[53]     0.2    0.01    0.00 5240407         read_i16 [53]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.2    0.01    0.00                 VPOOLNXT [54]
-----------------------------------------------
                0.00    0.00  280001/280001      num_addsub [27]
[55]     0.1    0.00    0.00  280001         sub_magnitudes [55]
                0.00    0.00  280001/13352246     num_alloc [22]
                0.00    0.00  280001/12932248     num_strip_trailing [31]
                0.00    0.00  280001/1250221     work_alloc [58]
                0.00    0.00  280001/1250221     work_free [59]
-----------------------------------------------
                0.00    0.00  140000/140000      IRXBEXEC [3]
[56]     0.1    0.00    0.00  140000         VPOOLDRB [56]
                0.00    0.00  140000/140000      vpool_drop [57]
-----------------------------------------------
                0.00    0.00  140000/140000      VPOOLDRB [56]
[57]     0.1    0.00    0.00  140000         vpool_drop [57]
                0.00    0.00  140000/18322925     bucket_index [11]
                0.00    0.00  140000/18322761     find_in_bucket [16]
                0.00    0.00  140000/18172760     matches_exposed_stem [28]
                0.00    0.00     100/164         vp_entry_free [70]
                0.00    0.00     100/100         unlink_entry [151]
-----------------------------------------------
                0.00    0.00      20/1250221     num_div_impl [80]
                0.00    0.00  270000/1250221     num_mul [18]
                0.00    0.00  280001/1250221     sub_magnitudes [55]
                0.00    0.00  700200/1250221     add_magnitudes [35]
[58]     0.1    0.00    0.00 1250221         work_alloc [58]
                0.00    0.00 1250221/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00      20/1250221     num_div_impl [80]
                0.00    0.00  270000/1250221     num_mul [18]
                0.00    0.00  280001/1250221     sub_magnitudes [55]
                0.00    0.00  700200/1250221     add_magnitudes [35]
[59]     0.1    0.00    0.00 1250221         work_free [59]
                0.00    0.00 1250221/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00 1400013/1400013     IRXBEXEC [3]
[60]     0.1    0.00    0.00 1400013         Lstrcat [60]
                0.00    0.00 1120013/46576635     Lfx [20]
-----------------------------------------------
                0.00    0.00  560012/560012      IRXBEXEC [3]
[61]     0.0    0.00    0.00  560012         Lcat [61]
                0.00    0.00  560012/46576635     Lfx [20]
-----------------------------------------------
                0.00    0.00       1/420001      Lleft [106]
                0.00    0.00  420000/420001      bif_substr [46]
[62]     0.0    0.00    0.00  420001         Lsubstr [62]
                0.00    0.00  420001/46576635     Lfx [20]
-----------------------------------------------
                0.00    0.00 1390401/1390401     IRXBEXEC [3]
[63]     0.0    0.00    0.00 1390401         try_arith_fast [63]
                0.00    0.00  140200/20013074     slot_set_buf [21]
                0.00    0.00  140200/140200      i32toa [118]
-----------------------------------------------
                0.00    0.00  280000/280000      bif_word [66]
[64]     0.0    0.00    0.00  280000         Lword [64]
                0.00    0.00  280000/46576635     Lfx [20]
                0.00    0.00  280000/280000      find_word [117]
-----------------------------------------------
                0.00    0.00  280000/280000      IRXBEXEC [3]
[65]     0.0    0.00    0.00  280000         bif_length [65]
                0.00    0.00  280000/280000      long_to_lstr [67]
                0.00    0.00  280000/980001      translate_lstr_rc [113]
-----------------------------------------------
                0.00    0.00  280000/280000      IRXBEXEC [3]
[66]     0.0    0.00    0.00  280000         bif_word [66]
                0.00    0.00  280000/280000      Lword [64]
                0.00    0.00  280000/700000      IRXBIFPO [114]
                0.00    0.00  280000/980001      translate_lstr_rc [113]
-----------------------------------------------
                0.00    0.00  280000/280000      bif_length [65]
[67]     0.0    0.00    0.00  280000         long_to_lstr [67]
                0.00    0.00  280000/46576635     Lfx [20]
-----------------------------------------------
                0.00    0.00  140000/140000      IRXBEXEC [3]
[68]     0.0    0.00    0.00  140000         bif_address [68]
                0.00    0.00  140000/46576635     Lfx [20]
                0.00    0.00  140000/280400      wkbi_from_parser [116]
-----------------------------------------------
                0.00    0.00  140000/140000      IRXBEXEC [3]
[69]     0.0    0.00    0.00  140000         bif_trace [69]
                0.00    0.00  140000/46576635     Lfx [20]
                0.00    0.00  140000/280400      wkbi_from_parser [116]
-----------------------------------------------
                0.00    0.00      64/164         vpool_destroy [75]
                0.00    0.00     100/164         vpool_drop [57]
[70]     0.0    0.00    0.00     164         vp_entry_free [70]
                0.00    0.00     328/8120593     Lfree [34]
                0.00    0.00     164/166         vp_free_raw [73]
-----------------------------------------------
                0.00    0.00     164/164         VPOOLSTB [13]
[71]     0.0    0.00    0.00     164         link_entry [71]
                0.00    0.00     164/18322925     bucket_index [11]
                0.00    0.00     164/164         maybe_resize [141]
-----------------------------------------------
                0.00    0.00       1/166         vp_alloc_buckets [94]
                0.00    0.00       1/166         vpool_create [92]
                0.00    0.00     164/166         vp_entry_new [74]
[72]     0.0    0.00    0.00     166         vp_alloc_raw [72]
                0.00    0.00     166/4620509     rexx_lstr_alloc [32]
-----------------------------------------------
                0.00    0.00       2/166         vpool_destroy [75]
                0.00    0.00     164/166         vp_entry_free [70]
[73]     0.0    0.00    0.00     166         vp_free_raw [73]
                0.00    0.00     166/4620509     rexx_lstr_dealloc [33]
-----------------------------------------------
                0.00    0.00     164/164         VPOOLSTB [13]
[74]     0.0    0.00    0.00     164         vp_entry_new [74]
                0.00    0.00     164/166         vp_alloc_raw [72]
                0.00    0.00     164/164         vp_entry_init [142]
-----------------------------------------------
                0.00    0.00       1/1           IRXBEXEC [3]
[75]     0.0    0.00    0.00       1         vpool_destroy [75]
                0.00    0.00      64/164         vp_entry_free [70]
                0.00    0.00       2/166         vp_free_raw [73]
                0.00    0.00       1/1           vp_free_exposed_stems [216]
-----------------------------------------------
                0.00    0.00     400/400         IRXBEXEC [3]
[76]     0.0    0.00    0.00     400         bif_time [76]
                0.00    0.00     400/46576635     Lfx [20]
                0.00    0.00     401/401         irx_time_now [130]
                0.00    0.00     400/400         parse_subform [131]
                0.00    0.00     400/280400      wkbi_from_parser [116]
-----------------------------------------------
                0.00    0.00     303/303         rexx_lstr_alloc [32]
[77]     0.0    0.00    0.00     303         rexx_lstr_alloc_raw [77]
                0.00    0.00     303/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00      95/303         IRXLSPTD [79]
                0.00    0.00     208/303         rexx_lstr_dealloc [33]
[78]     0.0    0.00    0.00     303         rexx_lstr_dealloc_raw [78]
                0.00    0.00     303/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           IRXTERMC [47]
[79]     0.0    0.00    0.00       1         IRXLSPTD [79]
                0.00    0.00      95/303         rexx_lstr_dealloc_raw [78]
-----------------------------------------------
                0.00    0.00       4/4           IRXARIOP [6]
[80]     0.0    0.00    0.00       4         num_div_impl [80]
                0.00    0.00      20/1250221     work_alloc [58]
                0.00    0.00      20/1250221     work_free [59]
                0.00    0.00       4/1250207     num_round [51]
                0.00    0.00       4/13352246     num_alloc [22]
                0.00    0.00       4/11402044     num_strip_leading [48]
-----------------------------------------------
                0.00    0.00       1/1           IRXTERMC [47]
[81]     0.0    0.00    0.00       1         IRXBIFDS [81]
                0.00    0.00      62/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       2/2           bif_format [83]
[82]     0.0    0.00    0.00       2         IRXARIFM [82]
                0.00    0.00       2/12102041     lstr_to_num [7]
                0.00    0.00       2/13352246     num_free [14]
                0.00    0.00       2/1250207     num_round [51]
                0.00    0.00       8/31706132     irxstor [24]
                0.00    0.00       2/6191022     get_numeric [41]
                0.00    0.00       2/46576635     Lfx [20]
                0.00    0.00       2/1250209     IRXLSINI [103]
                0.00    0.00       2/2           num_round_to_exp [201]
-----------------------------------------------
                0.00    0.00       2/2           IRXBEXEC [3]
[83]     0.0    0.00    0.00       2         bif_format [83]
                0.00    0.00       2/2           IRXARIFM [82]
                0.00    0.00       8/8           IRXBIFOW [188]
                0.00    0.00       8/8           bif_require_digits_range [189]
-----------------------------------------------
                0.00    0.00       1/1           irx_exec_run [1]
[84]     0.0    0.00    0.00       1         IRXBCOMP [84]
                0.00    0.00       1/1           IRXTOKNR [87]
                0.00    0.00       3/31706132     irxstor [24]
                0.00    0.00       1/1           IRXTOKNF [99]
                0.00    0.00       1/1           bc_program [209]
-----------------------------------------------
                0.00    0.00       1/1           IRXBEXEC [3]
[85]     0.0    0.00    0.00       1         bif_left [85]
                0.00    0.00       1/420001      IRXBIFOC [49]
                0.00    0.00       1/1           Lleft [106]
                0.00    0.00       1/420003      IRXBIFNN [115]
                0.00    0.00       1/980001      translate_lstr_rc [113]
-----------------------------------------------
                0.00    0.00       1/610         tokenize [88]
                0.00    0.00      52/610         scan_string [102]
                0.00    0.00      91/610         emit_eoc [98]
                0.00    0.00     131/610         scan_operator [95]
                0.00    0.00     335/610         scan_symbol_or_number [90]
[86]     0.0    0.00    0.00     610         emit [86]
                0.00    0.00       5/5           grow_tokens [89]
                0.00    0.00       3/3           grow_upbuf [93]
                0.00    0.00     264/264         sym_is_keyword [134]
-----------------------------------------------
                0.00    0.00       1/1           IRXBCOMP [84]
[87]     0.0    0.00    0.00       1         IRXTOKNR [87]
                0.00    0.00       1/1           tokenize [88]
-----------------------------------------------
                0.00    0.00       1/1           IRXTOKNR [87]
[88]     0.0    0.00    0.00       1         tokenize [88]
                0.00    0.00     335/335         scan_symbol_or_number [90]
                0.00    0.00     131/131         scan_operator [95]
                0.00    0.00     197/197         emit_eoc [98]
                0.00    0.00      52/52          scan_string [102]
                0.00    0.00       1/610         emit [86]
                0.00    0.00     715/715         skip_inline_ws [128]
                0.00    0.00     715/19648       peek [121]
                0.00    0.00     466/466         IRXISYMS [129]
                0.00    0.00     197/9551        advance [122]
-----------------------------------------------
                0.00    0.00       5/5           emit [86]
[89]     0.0    0.00    0.00       5         grow_tokens [89]
                0.00    0.00       9/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00     335/335         tokenize [88]
[90]     0.0    0.00    0.00     335         scan_symbol_or_number [90]
                0.00    0.00     335/610         emit [86]
                0.00    0.00    2068/19648       peek [121]
                0.00    0.00    1616/1616        IRXISYMC [125]
                0.00    0.00    1281/9551        advance [122]
                0.00    0.00      59/59          looks_like_number [160]
-----------------------------------------------
                0.00    0.00       2/7           IRXITERM [97]
                0.00    0.00       5/7           IRXTERMC [47]
[91]     0.0    0.00    0.00       7         stor_free [91]
                0.00    0.00       7/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           IRXBEXEC [3]
[92]     0.0    0.00    0.00       1         vpool_create [92]
                0.00    0.00       1/166         vp_alloc_raw [72]
                0.00    0.00       1/1           vp_alloc_buckets [94]
-----------------------------------------------
                0.00    0.00       3/3           emit [86]
[93]     0.0    0.00    0.00       3         grow_upbuf [93]
                0.00    0.00       5/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           vpool_create [92]
[94]     0.0    0.00    0.00       1         vp_alloc_buckets [94]
                0.00    0.00       1/166         vp_alloc_raw [72]
-----------------------------------------------
                0.00    0.00     131/131         tokenize [88]
[95]     0.0    0.00    0.00     131         scan_operator [95]
                0.00    0.00     131/610         emit [86]
                0.00    0.00     131/19648       peek [121]
                0.00    0.00     131/131         is_not_sign [146]
                0.00    0.00     131/9551        advance [122]
-----------------------------------------------
                0.00    0.00       1/1           IRXINITC [38]
[96]     0.0    0.00    0.00       1         IRXIINIT [96]
                0.00    0.00       3/31706132     irxstor [24]
                0.00    0.00       1/1           is_tso [213]
                0.00    0.00       1/1           ANCHALOC [202]
-----------------------------------------------
                0.00    0.00       1/1           IRXTERMC [47]
[97]     0.0    0.00    0.00       1         IRXITERM [97]
                0.00    0.00       2/7           stor_free [91]
                0.00    0.00       1/31706132     irxstor [24]
                0.00    0.00       1/1           ANCHFENV [203]
                0.00    0.00       1/1           ANCHFREE [204]
-----------------------------------------------
                0.00    0.00     197/197         tokenize [88]
[98]     0.0    0.00    0.00     197         emit_eoc [98]
                0.00    0.00      91/610         emit [86]
-----------------------------------------------
                0.00    0.00       1/1           IRXBCOMP [84]
[99]     0.0    0.00    0.00       1         IRXTOKNF [99]
                0.00    0.00       2/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           IRXINITC [38]
[100]    0.0    0.00    0.00       1         init_subcomtb [100]
                0.00    0.00       2/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           irx_exec_run [1]
[101]    0.0    0.00    0.00       1         IRXPARCL [101]
                0.00    0.00       1/8120593     Lfree [34]
                0.00    0.00       1/2           IRXCTLCL [199]
-----------------------------------------------
                0.00    0.00      52/52          tokenize [88]
[102]    0.0    0.00    0.00      52         scan_string [102]
                0.00    0.00      52/610         emit [86]
                0.00    0.00     788/19648       peek [121]
                0.00    0.00     684/9551        advance [122]
-----------------------------------------------
                0.00    0.00       1/1250209     irx_exec_run [1]
                0.00    0.00       1/1250209     IRXBEXEC [3]
                0.00    0.00       2/1250209     IRXARIFM [82]
                0.00    0.00 1250205/1250209     num_to_lstr [19]
[103]    0.0    0.00    0.00 1250209         IRXLSINI [103]
                0.00    0.00       1/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           IRXINITC [38]
[104]    0.0    0.00    0.00       1         IRXBIFCR [104]
                0.00    0.00       1/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           IRXINITC [38]
[105]    0.0    0.00    0.00       1         init_wkblk_int [105]
                0.00    0.00       1/31706132     irxstor [24]
-----------------------------------------------
                0.00    0.00       1/1           bif_left [85]
[106]    0.0    0.00    0.00       1         Lleft [106]
                0.00    0.00       1/420001      Lsubstr [62]
-----------------------------------------------
[107]    0.0    0.00    0.00      92+1222    <cycle 1 as a whole> [107]
                0.00    0.00     173             bc_exp6 <cycle 1> [136]
                0.00    0.00     173             bc_exp7 <cycle 1> [137]
                0.00    0.00     173             bc_exp8 <cycle 1> [138]
                0.00    0.00     165             bc_exp5 <cycle 1> [139]
                0.00    0.00     158             bc_exp4 <cycle 1> [143]
                0.00    0.00     129             bc_exp3 <cycle 1> [147]
                0.00    0.00     111             bc_exp1 <cycle 1> [148]
                0.00    0.00     111             bc_exp2 <cycle 1> [149]
                0.00    0.00     110             bc_exp0 <cycle 1> [150]
                0.00    0.00      11             bc_funcall <cycle 1> [179]
-----------------------------------------------
[108]    0.0    0.00    0.00      27+104     <cycle 2 as a whole> [108]
                0.00    0.00      98             bc_stmt <cycle 2> [152]
                0.00    0.00      11             C_if_bc <cycle 2> [178]
                0.00    0.00      10             C_do_bc <cycle 2> [182]
                0.00    0.00      10             bc_stmts_until <cycle 2> [184]
                0.00    0.00       2             C_select_bc <cycle 2> [198]
-----------------------------------------------
                0.00    0.00 5510458/18032596     VPOOLSTB [13]
                0.00    0.00 12522138/18032596     VPOOLGTB [5]
[109]    0.0    0.00    0.00 18032596         resolve_ref [109]
-----------------------------------------------
                0.00    0.00 4620343/4620343     Lfx [20]
[110]    0.0    0.00    0.00 4620343         round_capacity [110]
-----------------------------------------------
                0.00    0.00 1540403/1540403     IRXBEXEC [3]
[111]    0.0    0.00    0.00 1540403         bvm_get_bif_registry [111]
-----------------------------------------------
                0.00    0.00  420003/1120003     IRXBIFNN [115]
                0.00    0.00  700000/1120003     IRXBIFPO [114]
[112]    0.0    0.00    0.00 1120003         parse_whole [112]
-----------------------------------------------
                0.00    0.00       1/980001      bif_left [85]
                0.00    0.00  280000/980001      bif_length [65]
                0.00    0.00  280000/980001      bif_word [66]
                0.00    0.00  420000/980001      bif_substr [46]
[113]    0.0    0.00    0.00  980001         translate_lstr_rc [113]
-----------------------------------------------
                0.00    0.00  280000/700000      bif_word [66]
                0.00    0.00  420000/700000      bif_substr [46]
[114]    0.0    0.00    0.00  700000         IRXBIFPO [114]
                0.00    0.00  700000/1120003     parse_whole [112]
-----------------------------------------------
                0.00    0.00       1/420003      bif_left [85]
                0.00    0.00       2/420003      IRXBIFOW [188]
                0.00    0.00  420000/420003      bif_substr [46]
[115]    0.0    0.00    0.00  420003         IRXBIFNN [115]
                0.00    0.00  420003/1120003     parse_whole [112]
-----------------------------------------------
                0.00    0.00     400/280400      bif_time [76]
                0.00    0.00  140000/280400      bif_address [68]
                0.00    0.00  140000/280400      bif_trace [69]
[116]    0.0    0.00    0.00  280400         wkbi_from_parser [116]
-----------------------------------------------
                0.00    0.00  280000/280000      Lword [64]
[117]    0.0    0.00    0.00  280000         find_word [117]
-----------------------------------------------
                0.00    0.00  140200/140200      try_arith_fast [63]
[118]    0.0    0.00    0.00  140200         i32toa [118]
-----------------------------------------------
                0.00    0.00  140200/140200      IRXBEXEC [3]
[119]    0.0    0.00    0.00  140200         slot_to_int32 [119]
-----------------------------------------------
                0.00    0.00  140100/140100      IRXBEXEC [3]
[120]    0.0    0.00    0.00  140100         IRXPTOPT [120]
-----------------------------------------------
                0.00    0.00     131/19648       scan_operator [95]
                0.00    0.00     715/19648       tokenize [88]
                0.00    0.00     788/19648       scan_string [102]
                0.00    0.00    2068/19648       scan_symbol_or_number [90]
                0.00    0.00    3144/19648       skip_inline_ws [128]
                0.00    0.00   12802/19648       skip_comment [154]
[121]    0.0    0.00    0.00   19648         peek [121]
-----------------------------------------------
                0.00    0.00     131/9551        scan_operator [95]
                0.00    0.00     197/9551        tokenize [88]
                0.00    0.00     684/9551        scan_string [102]
                0.00    0.00     762/9551        skip_inline_ws [128]
                0.00    0.00    1281/9551        scan_symbol_or_number [90]
                0.00    0.00    6496/9551        skip_comment [154]
[122]    0.0    0.00    0.00    9551         advance [122]
-----------------------------------------------
                0.00    0.00       1/6087        bc_trace_stmt [195]
                0.00    0.00       3/6087        bc_call_stmt [194]
                0.00    0.00       6/6087        bc_parse_stmt [183]
                0.00    0.00      12/6087        C_do_bc <cycle 2> [182]
                0.00    0.00      42/6087        is_kw_barrier [164]
                0.00    0.00      43/6087        bc_parse_template [180]
                0.00    0.00      58/6087        bc_exp3 <cycle 1> [147]
                0.00    0.00      59/6087        bc_program [209]
                0.00    0.00      60/6087        bc_stmts_until <cycle 2> [184]
                0.00    0.00      73/6087        tok_is_cont_comma [157]
                0.00    0.00      74/6087        skip_eoc [156]
                0.00    0.00      83/6087        consume_eoc [155]
                0.00    0.00      98/6087        tok_ends_clause [153]
                0.00    0.00     158/6087        is_value_starter [144]
                0.00    0.00     173/6087        bc_exp7 <cycle 1> [137]
                0.00    0.00     197/6087        bc_stmt <cycle 2> [152]
                0.00    0.00     217/6087        tok_ch [135]
                0.00    0.00     234/6087        bc_exp8 <cycle 1> [138]
                0.00    0.00    1083/6087        tok_kw [126]
                0.00    0.00    3413/6087        tok_type_at [124]
[123]    0.0    0.00    0.00    6087         tok_at [123]
-----------------------------------------------
                0.00    0.00       1/3413        C_iterate_bc [205]
                0.00    0.00       2/3413        C_select_bc <cycle 2> [198]
                0.00    0.00       2/3413        C_leave_bc [197]
                0.00    0.00       8/3413        bc_call_stmt [194]
                0.00    0.00      11/3413        bc_parse_stmt [183]
                0.00    0.00      21/3413        consume_newline [171]
                0.00    0.00      29/3413        bc_stmt <cycle 2> [152]
                0.00    0.00      29/3413        bc_program [209]
                0.00    0.00      30/3413        C_do_bc <cycle 2> [182]
                0.00    0.00      76/3413        bc_funcall <cycle 1> [179]
                0.00    0.00     111/3413        bc_exp1 <cycle 1> [148]
                0.00    0.00     159/3413        bc_exp3 <cycle 1> [147]
                0.00    0.00     176/3413        bc_exp6 <cycle 1> [136]
                0.00    0.00     223/3413        bc_exp0 <cycle 1> [150]
                0.00    0.00     325/3413        bc_exp4 <cycle 1> [143]
                0.00    0.00     693/3413        bc_exp5 <cycle 1> [139]
                0.00    0.00    1517/3413        bc_exp2 <cycle 1> [149]
[124]    0.0    0.00    0.00    3413         tok_type_at [124]
                0.00    0.00    3413/6087        tok_at [123]
-----------------------------------------------
                0.00    0.00    1616/1616        scan_symbol_or_number [90]
[125]    0.0    0.00    0.00    1616         IRXISYMC [125]
-----------------------------------------------
                0.00    0.00       1/1083        bc_address_stmt [208]
                0.00    0.00       3/1083        bc_trace_stmt [195]
                0.00    0.00       6/1083        bc_signal_stmt [211]
                0.00    0.00      22/1083        C_if_bc <cycle 2> [178]
                0.00    0.00      26/1083        C_select_bc <cycle 2> [198]
                0.00    0.00      35/1083        bc_parse_stmt [183]
                0.00    0.00      51/1083        C_do_bc <cycle 2> [182]
                0.00    0.00      60/1083        bc_stmts_until <cycle 2> [184]
                0.00    0.00     879/1083        bc_stmt <cycle 2> [152]
[126]    0.0    0.00    0.00    1083         tok_kw [126]
                0.00    0.00    1083/6087        tok_at [123]
-----------------------------------------------
                0.00    0.00       1/745         bc_return_stmt [210]
                0.00    0.00       1/745         bc_exp0 <cycle 1> [150]
                0.00    0.00       1/745         bc_address_stmt [208]
                0.00    0.00       2/745         bc_expr [158]
                0.00    0.00       2/745         bc_signal_stmt [211]
                0.00    0.00       3/745         bc_program [209]
                0.00    0.00       4/745         bc_trace_stmt [195]
                0.00    0.00       6/745         bc_call_stmt [194]
                0.00    0.00       6/745         bc_push_arg_n [200]
                0.00    0.00       7/745         bc_exp4 <cycle 1> [143]
                0.00    0.00       8/745         bc_exp5 <cycle 1> [139]
                0.00    0.00      17/745         emit_push_int [173]
                0.00    0.00      18/745         bc_exp2 <cycle 1> [149]
                0.00    0.00      22/745         bc_compound_tails [174]
                0.00    0.00      22/745         C_say_bc [170]
                0.00    0.00      24/745         bc_funcall <cycle 1> [179]
                0.00    0.00      27/745         bpse_emit_item [169]
                0.00    0.00      27/745         bpse_flush [172]
                0.00    0.00      27/745         C_do_bc <cycle 2> [182]
                0.00    0.00      29/745         bc_exp3 <cycle 1> [147]
                0.00    0.00      40/745         emit_load [165]
                0.00    0.00      40/745         emit_do_to_cond [192]
                0.00    0.00      41/745         bc_parse_stmt [183]
                0.00    0.00      44/745         emit_store [163]
                0.00    0.00      49/745         emit_jmp_op [162]
                0.00    0.00     109/745         bc_stmt <cycle 2> [152]
                0.00    0.00     168/745         bc_exp8 <cycle 1> [138]
[127]    0.0    0.00    0.00     745         emit_byte [127]
-----------------------------------------------
                0.00    0.00     715/715         tokenize [88]
[128]    0.0    0.00    0.00     715         skip_inline_ws [128]
                0.00    0.00    3144/19648       peek [121]
                0.00    0.00     762/9551        advance [122]
                0.00    0.00      95/95          skip_comment [154]
-----------------------------------------------
                0.00    0.00     466/466         tokenize [88]
[129]    0.0    0.00    0.00     466         IRXISYMS [129]
-----------------------------------------------
                0.00    0.00     401/401         bif_time [76]
[130]    0.0    0.00    0.00     401         irx_time_now [130]
-----------------------------------------------
                0.00    0.00     400/400         bif_time [76]
[131]    0.0    0.00    0.00     400         parse_subform [131]
-----------------------------------------------
                0.00    0.00       1/345         bc_signal_stmt [211]
                0.00    0.00       2/345         bc_program [209]
                0.00    0.00       3/345         bc_call_stmt [194]
                0.00    0.00       4/345         bc_push_arg_n [200]
                0.00    0.00       5/345         bpse_flush [172]
                0.00    0.00       5/345         bc_stmt <cycle 2> [152]
                0.00    0.00       7/345         bc_parse_stmt [183]
                0.00    0.00      11/345         bc_funcall <cycle 1> [179]
                0.00    0.00      17/345         emit_push_int [173]
                0.00    0.00      22/345         bc_compound_tails [174]
                0.00    0.00      23/345         bpse_emit_item [169]
                0.00    0.00      40/345         emit_load [165]
                0.00    0.00      44/345         emit_store [163]
                0.00    0.00     161/345         bc_exp8 <cycle 1> [138]
[132]    0.0    0.00    0.00     345         emit_u16 [132]
-----------------------------------------------
